page,name,brand,link,image,price,old,new,cpu,cpu_brand,ram_capacity,ram_brand,hard_drive_type,hard_drive_capacity,card,card_brand,screen_size,screen_type
Thinkpro,Dell Inspiron 14 7445 2 in 1,Dell,https://thinkpro.vn/laptop/dell-inspiron-7445-2-in-1,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/4/dell-inspiron-7445-2-in-1-undefined.jpg,14990000,0,1,AMD Ryzen 5 8640HS,AMD,8GB,DDR5,SSD,512 GB,AMD Radeon Graphics,AMD,14,FHD
Thinkpro,Acer Swift Go 16 2023,Acer,https://thinkpro.vn/laptop/acer-swift-go-16-2023,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/12/acer-swift-go-16-2023-undefined.jpg,18990000,0,1,Intel Core i7 13700H,Intel,16GB,LPDDR5,SSD,1,Iris Xe Graphics,Iris,16,3.5K
Thinkpro,HP Envy x360 2in1 16-ac0013dx 2024,HP,https://thinkpro.vn/laptop/hp-envy-16-2-in-1-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/4/3/hp-envy-16-2-in-1-2024-undefined.jpg,16990000,0,1,Intel Core Ultra 5 125U,Intel,16GB,LPDDR5,SSD,512 GB,Intel Arc graphics,Intel,16,FHD
Thinkpro,,,https://thinkpro.vn/laptop/hp-omen-transcend-14-gaming,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/3/31/hp-omen-transcend-14-gaming-undefined.jpeg,,0,1,Intel Core Ultra 9 185H,Intel,32GB,LPDDR5,SSD,2,NVIDIA GeForce RTX 4070 Laptop GPU,NVIDIA,14,3K
Thinkpro,HP Elitebook X360 1040 G7,HP,https://thinkpro.vn/laptop/hp-elitebook-x360-1040-g7,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/3/30/hp-elitebook-x360-1040-g7-undefined.jpg,13290000,0,1,Intel Core i7 10610U,Intel,16GB,LPDDR4,SSD,512 GB,Intel UHD,Intel,14,FHD
Thinkpro,ASUS Zenbook 14 OLED Q425,ASUS,https://thinkpro.vn/laptop/asus-zenbook-14-oled-q425,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/27/asus-zenbook-14-oled-q425-thinkpro.png,22390000,0,1,Intel Ultra 7 155H,Intel,16GB,LPDDR5X,SSD,1,Intel Arc Graphics,Intel,14,FHD
Thinkpro,Lenovo ThinkBook X 2024,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-x-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/4/24/lenovo-thinkbook-x-2024-undefined.jpg,34990000,0,1,Intel Core Ultra 9 185H,Intel,32GB,LPDDR5X,SSD,1,Intel Arc Graphics,Intel,13.5,3K
Thinkpro,Microsoft Surface Pro 10,Microsoft,https://thinkpro.vn/may-tinh-bang/microsoft-surface-pro-10,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/21/microsoft-surface-pro-10-thinkpro-xP1.jpg,26990000,0,1,Intel Core Ultra 5 135U,Intel,8GB,LPDDR5x,SSD,(,Không 256GB,Không,13,3K
Thinkpro,Dell Alienware m16 R2 Gaming,Dell,https://thinkpro.vn/laptop/dell-alienware-m16-r2-gaming,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/dell-alienware-m16-r2-gaming-undefined.jpg,39990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,DDR5,SSD,1,"NVIDIA GeForce RTX 4060, 8 GB GDDR6",NVIDIA,16,2.5K
Thinkpro,Dell Inspiron 14 Plus 7440,Dell,https://thinkpro.vn/laptop/dell-inspiron-14-plus-7440,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/1/6/dell-inspiron-14-plus-7440-undefined.jpg,16990000,0,1,Intel Core i5 12450H,Intel,16GB,LPDDR5,SSD,512 GB,Intel Arc Graphics Series-roi,Intel,14,FHD
Thinkpro,Dell Inspiron 13 5330N,Dell,https://thinkpro.vn/laptop/dell-inspiron-13-5330n,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/21/dell-inspiron-13-5330n-undefined.jpg,22990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5,SSD,1,Intel Arc Graphics Series-roi,Intel,13.3,2.5K
Thinkpro,Dell XPS 16 9640,Dell,https://thinkpro.vn/laptop/dell-xps-16-9640,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/21/dell-xps-16-9640-undefined.jpg,39990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5X,SSD,1,NVIDIA RTX 4050 6GB,NVIDIA,16.3,FHD
Thinkpro,Dell XPS 14 9440,Dell,https://thinkpro.vn/laptop/dell-xps-14-9440,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/23/dell-xps-14-9440-undefined-kq9.jpg,54990000,0,1,Intel Core Ultra 7 155H,Intel,32GB,LPDDR5x,SSD,1,Intel Arc Graphics,Intel,14.5,3.5K
Thinkpro,Dell XPS 13 9340,Dell,https://thinkpro.vn/laptop/dell-xps-13-9340,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/3/dell-xps-13-9340-thinkpro.jpg,33990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5X,SSD,512 GB,Intel Arc Graphics,Intel,13.4,FHD
Thinkpro,Lenovo Legion Slim 5 (2024),Lenovo,https://thinkpro.vn/laptop/lenovo-legion-slim-5-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/lenovo-legion-slim-5-2024-undefined.jpg,37990000,0,1,AMD Ryzen 7 7735HS,AMD,16GB,DDR5,SSD,1,NVIDIA RTX 4070 8GB,NVIDIA,16,FHD
Thinkpro,Lenovo Legion 5i (2024),Lenovo,https://thinkpro.vn/laptop/lenovo-legion-5i-2024,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/9/23/lenovo-legion-5i-2024-undefined.jpg,32790000,0,1,Intel i7-14650HX,Intel,16GB,DDR5,SSD,1,NVIDIA GeForce RTX 4050,NVIDIA,16,2.5K
Thinkpro,Lenovo ThinkPad X1 Carbon Gen 12,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-x1-carbon-gen-12,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/7/lenovo-thinkpad-x1-carbon-gen-12-undefined.jpg,30790000,0,1,Intel Core Ultra 5 125U,Intel,16GB,LPDDR5x,SSD,256 GB,Intel Graphics,Intel,14,FHD
Thinkpro,Lenovo Slim Pro 9 16IRP8,Lenovo,https://thinkpro.vn/laptop/lenovo-slim-pro-9i,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2023/12/5/lenovo-slim-pro-9-16-undefined-Lg1.png,30790000,0,1,Intel Core i9-13905H,Intel,32GB,LPDDR5,SSD,1,NVIDIA GeForce Series-roi,NVIDIA,16,3.5K
Thinkpro,Dell Inspiron 14 7440 2 in 1,Dell,https://thinkpro.vn/laptop/dell-inspiron-7440-2-in-1,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/4/dell-inspiron-7440-2-in-1-undefined-ON2.jpg,16390000,0,1,Core 5 120U,Core,8GB,DDR5,SSD,512 GB,Intel Graphics,Intel,14,FHD
Thinkpro,Lenovo Ideapad Slim 5 16IRL8,Lenovo,https://thinkpro.vn/laptop/lenovo-ideapad-slim-5-16irl8,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://media-api-beta.thinkpro.vn/media/core/products/2024/11/3/lenovo-ideapad-slim-5-16irl8-thinkpro-2Ve.jpg,13290000,0,1,Intel Core i7-1355U,Intel,16GB,DDR4,SSD,512 GB,Intel Iris Xe Graphics,Intel,16,FHD
Thinkpro,Dell Inspiron 16 Plus 7640,Dell,https://thinkpro.vn/laptop/dell-inspiron-16-plus-7640,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/6/25/dell-inspiron-16-plus-7640-undefined.jpg,23990000,0,1,Intel Core Ultra 7 155H,Intel,16GB,LPDDR5,SSD,1,Intel Arc Graphics,Intel,16,2.5K
Thinkpro,"Microsoft Surface Laptop 4 15""",Microsoft,https://thinkpro.vn/laptop/microsoft-surface-laptop-4-15,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/27/microsoft-surface-laptop-4-15-thinkpro.jpg,16990000,0,1,Intel Core i7 1185G7,Intel,16GB,LPDDR4X,SSD,256 GB,Intel Iris Xe Graphics,Intel,15,2.5K
Thinkpro,Lenovo ThinkPad P1 Gen 7,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkpad-p1-gen-7,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/7/12/lenovo-thinkpad-p1-gen-7-undefined.jpg,54990000,0,1,Intel Ultra 7 155H,Intel,32GB,LPDDR5x,SSD,1,NVIDIA RTX 2000 8GB GDDR6,NVIDIA,16,2.5K
Thinkpro,Lenovo ThinkBook 15 G5 IRL,Lenovo,https://thinkpro.vn/laptop/lenovo-thinkbook-15-g5-irl,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2024/8/11/lenovo-thinkbook-15-g5-irl-undefined-SFD.jpg,14390000,0,1,Intel Core i5 1335U,Intel,8GB,DDR4,SSD,256 GB,Intel Iris Xe Graphics,Intel,15.6,FHD
Thinkpro,Dell Latitude 14 7420,Dell,https://thinkpro.vn/laptop/dell-latitude-14-7420,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2023/8/29/dell-latitude-14-7420-thinkpro.jpeg,12790000,0,1,Intel Core i7 1185G7,Intel,32GB,LPDDR4x,SSD,512 GB,Intel Iris Xe Graphics,Intel,14,FHD
Thinkpro,Asus Vivobook 15X OLED (M1503QA),Asus,https://thinkpro.vn/laptop/asus-vivobook-15x-oled-m1503qa,https://imagor.owtg.one/unsafe/fit-in/1000x1000/filters:quality(100)/https://d28jzcg6y4v9j1.cloudfront.net/media/core/products/2023/9/27/asus-vivobook-15x-oled-m1503q-thinkpro.jpg,14990000,0,1,AMD Ryzen 7 5800H,AMD,16GB,DDR4,SSD,512 GB,AMD Radeon Graphics,AMD,15.6,3K
